"Anatomical Structures, Cell Types and Biomarkers Table for Spinal Cord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Vilas Menon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4096-8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM869.WZFK.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/NOTE,AS/1/ABBR,AS/2,AS/2/LABEL,AS/2/ID,AS/2/NOTE,AS/2/ABBR,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTE,AS/3/ABBR,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTE,AS/4/ABBR,AS/5,AS/5/LABEL,AS/5/ID,AS/5/NOTE,AS/5/ABBR,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTE,CT/1/ABBR,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/1/NOTE,BGene/1/ABBR,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/2/NOTE,BGene/2/ABBR,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/3/NOTE,BGene/3/ABBR,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/1/NOTE,BProtein/1/ABBR,REF/1,REF/1/DOI,REF/1/NOTES
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord dorsal column,cervical spinal cord dorsal column,UBERON:0005841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord gray commissure,cervical spinal cord gray commissure,UBERON:0029626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord lateral column,cervical spinal cord lateral column,UBERON:0005849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord lateral horn,cervical spinal cord lateral horn,UBERON:0014619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord ventral column,cervical spinal cord ventral column,UBERON:0005854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord ventral commissure,cervical spinal cord ventral commissure,UBERON:0007836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord ventral horn,cervical spinal cord ventral horn,UBERON:0014621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord white matter,cervical spinal cord white matter,UBERON:0014614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar division of spinal cord central canal,lumbar division of spinal cord central canal,UBERON:0014543,,,,,,,,,,,,,Ependymal Cell,Ependymal Cell,CL:0000065,,,CFAP73,cilia and flagella associated protein 73,HGNC:37100,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord white matter,lumbar spinal cord white matter,UBERON:0026386,,,,,,,,,,,,,Oligodendrocyte,Oligodendrocyte,CL:0000128,,,MOG,myelin oligodendrocyte glycoprotein,HGNC:7197,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord white matter,lumbar spinal cord white matter,UBERON:0026386,,,,,,,,,,,,,Oligodendrocyte Precursor Cell,Oligodendrocyte Precursor Cell,CL:0002453,,,BEST3,bestrophin 3,HGNC:17105,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord white matter,lumbar spinal cord white matter,UBERON:0026386,,,,,,,,,,,,,Astrocyte,Astrocyte,CL:0000127,,,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),HGNC:10918,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord white matter,lumbar spinal cord white matter,UBERON:0026386,,,,,,,,,,,,,Microglia,microglial cell,CL:0000129,,,AIF1,allograft inflammatory factor 1,HGNC:352,,,,,,,,,,,,,IBA1,ionized calcium-binding adapter molecule 1,HGNC:352,Protein for gene AIF1,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord white matter,lumbar spinal cord white matter,UBERON:0026386,,,,,,,,,,,,,Endothelial Cell,Endothelial Cell,CL:0000115,,,CLDN5,claudin 5,HGNC:2047,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord lateral column,lumbar spinal cord lateral column,UBERON:0005850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord dorsal column,thoracic spinal cord dorsal column,UBERON:0005839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord gray commissure,thoracic spinal cord gray commissure,UBERON:0026293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord lateral column,thoracic spinal cord lateral column,UBERON:0005847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord lateral horn,thoracic spinal cord lateral horn,UBERON:0014607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord ventral column,thoracic spinal cord ventral column,UBERON:0005852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord ventral commissure,thoracic spinal cord ventral commissure,UBERON:0007837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord ventral horn,thoracic spinal cord ventral horn,UBERON:0014610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic spinal cord white matter,thoracic spinal cord white matter,UBERON:0014637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,thoracic spinal cord,thoracic spinal cord,UBERON:0003038,,,thoracic division of spinal cord central canal,thoracic division of spinal cord central canal,UBERON:0014541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral division of spinal cord central canal,sacral division of spinal cord central canal,UBERON:0014547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord dorsal column,sacral spinal cord dorsal column,UBERON:0005840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord dorsal horn,sacral spinal cord dorsal horn,UBERON:0033939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord gray commissure,sacral spinal cord gray commissure,UBERON:0031111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord lateral column,sacral spinal cord lateral column,UBERON:0005848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord lateral horn,sacral spinal cord lateral horn,UBERON:0029538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord ventral column,sacral spinal cord ventral column,UBERON:0005853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord ventral commissure,sacral spinal cord ventral commissure,UBERON:0007835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord ventral horn,sacral spinal cord ventral horn,UBERON:0032748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,sacral spinal cord,sacral spinal cord,UBERON:0005843,,,sacral spinal cord white matter,sacral spinal cord white matter,UBERON:0026246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord dorsal horn,cervical spinal cord dorsal horn,UBERON:0014620,,,apex of cervical spinal cord dorsal horn,apex of cervical spinal cord dorsal horn,UBERON:0014622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord dorsal horn,cervical spinal cord dorsal horn,UBERON:0014620,,,substantia gelatinosa of cervical spinal cord dorsal horn,substantia gelatinosa of cervical spinal cord dorsal horn,UBERON:0014623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord gray matter,cervical spinal cord gray matter,UBERON:0014613,,,cervical spinal cord lateral horn,cervical spinal cord lateral horn,UBERON:0014619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord gray matter,cervical spinal cord gray matter,UBERON:0014613,,,cervical spinal cord ventral horn,cervical spinal cord ventral horn,UBERON:0014621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord gray matter,cervical spinal cord gray matter,UBERON:0014613,,,cervical spinal cord ventral commissure,cervical spinal cord ventral commissure,UBERON:0007836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical spinal cord gray matter,cervical spinal cord gray matter,UBERON:0014613,,,cervical spinal cord gray commissure,cervical spinal cord gray commissure,UBERON:0029626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C1 segment of cervical spinal cord,C1 segment of cervical spinal cord,UBERON:0006469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C2 segment of cervical spinal cord,C2 segment of cervical spinal cord,UBERON:0006489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C3 segment of cervical spinal cord,C3 segment of cervical spinal cord,UBERON:0006488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C4 segment of cervical spinal cord,C4 segment of cervical spinal cord,UBERON:0006490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C5 segment of cervical spinal cord,C5 segment of cervical spinal cord,UBERON:0006491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C6 segment of cervical spinal cord,C6 segment of cervical spinal cord,UBERON:0006492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C7 segment of cervical spinal cord,C7 segment of cervical spinal cord,UBERON:0006493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,cervical spinal cord,cervical spinal cord,UBERON:0002726,,,cervical subsegment of spinal cord,cervical subsegment of spinal cord,UBERON:0007714,,,C8 segment of cervical spinal cord,C8 segment of cervical spinal cord,UBERON:0006470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord gray commissure,lumbar spinal cord gray commissure,UBERON:0033483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral commissure,lumbar spinal cord ventral commissure,UBERON:0007834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 1,neuron,CL:0000540,,,MAFA,MAF bZIP transcription factor A,HGNC:23145,,,MYO10,myosin X,HGNC:7593,,,COL6A2,collagen type VI alpha 2 chain,HGNC:2212,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 2,neuron,CL:0000540,,,MAFA,MAF bZIP transcription factor A,HGNC:23145,,,CBLN1,cerebellin 1 precursor,HGNC:1543,,,NR2F1,nuclear receptor subfamily 2 group F member 1,HGNC:7975,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 3,neuron,CL:0000540,,,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,HGNC:4082,,,NR2F1,nuclear receptor subfamily 2 group F member 1,HGNC:7975,,,NTS,neurotensin,HGNC:8038,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 4,neuron,CL:0000540,,,MAFA,MAF bZIP transcription factor A,HGNC:23145,,,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,HGNC:4082,,,MAF,MAF bZIP transcription factor,HGNC:6776,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
