OMAP-11 Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Spleen with IBEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Danny Jonigk; Ronald N. Germain; Ellen Quardokus; Diane Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-5251-2281; 0000-0003-1495-9143; 0000-0001-7655-4833; 0000-0002-8849-6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1073/pnas.2018488117; DOI: 10.1038/s41596-021-00644-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM854.CXRG.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,
OMAP-11,P20023,HGNC:2336,CR2,Mouse,IgG1 kappa,Monoclonal,Bu32,BioLegend,354902,B268709,N,,600,AF532,AB_2892739,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"Defines follicular dendritic cell meshworks in primary follicles, secondary follicles, and germinal centers. This marker is essential for defining follicular dendritic cells and represents a prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P05362,HGNC:5344,ICAM1,Mouse,IgG1 kappa,Monoclonal,HA58,BioLegend,353114,B242400,N,,50,AF647,AB_2715942,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines stromal cells of the red pulp as well as follicular dendritic cells in the follicles. ,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P11836,HGNC:7315,MS4A1,Mouse,IgG2b kappa,Monoclonal,L26,Thermo Fisher Scientific,53-0202-82,2141141,N,,200,AF488,AB_10734358,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,Defines B cell follicles and is an essential marker of B cells. This marker represents a core marker and prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P34810,HGNC:1693,CD68,Mouse,IgG1 kappa,Monoclonal,KP1,Caprico Biotechnologies,1064136,64A3F1,N,,50,iF594,AB_2892745,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,"Defines red pulp based on enrichment of CD68+ macrophages in this anatomical structure. This marker is expressed by many subsets of myeloid cells (tingible body macrophages, proinflammatory M1 macrophages, dendritic cells). This marker represents a core marker and prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P02724,HGNC:4702,GYPA,Rabbit,IgG,Monoclonal,EPR8200,Abcam,ab218372,GR3290087-1,N,,300,AF555,AB_2892758,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker cannot be used to define a specific anatomical structure but is expressed by red blood cells in the red pulp. ,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P02671,HGNC:3661,FGA,Sheep,IgG,Polyclonal,,Abcam,ab118533 ,GR3322035-5,N,,200,Unconjugated,AB_10900171,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker cannot be used to define a specific anatomical structure and exists as a soluble protein in the plasma. It is detected using an anti-sheep secondary antibody (Thermo Fisher Scientific A-21102) and is not a prioritized target for the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,,,,Donkey,IgG,Polyclonal,,Thermo Fisher Scientific,A-21102,2168866,N,,400,AF680,AB_2535755,IBEX,1% PFA fixed frozen,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"Secondary antibody used to detect Fibrinogen, see above.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,Q86VB7,HGNC:1631,CD163,Mouse,IgG1 kappa,Monoclonal,GHI/61,BioLegend,333602,B320393,N,,100,AF532,AB_2892759,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines red pulp based on enrichment of CD163+ macrophages in this anatomical structure. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P56199,HGNC:6134,ITGA1,Mouse,IgG1 kappa,Monoclonal,TS2/7,BioLegend,328310,B241477,N,,100,AF647,AB_2129242,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,Defines red pulp based on labeling of splenic stromal cells including reticular cells of the sinusoids. This marker represents a core marker and prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P18827,HGNC:10658,SDC1,Mouse,IgG1 kappa,Monoclonal,MI15,BioLegend,356504,B281497,N,,200,PE,AB_2561878,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker cannot define an anatomical structure alone but identifies plasma cells/plasmablasts. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P22083,HGNC:4015,FUT4,Mouse,IgM,Monoclonal,MMA,BD Biosciences,347420,311326,N,,50,Unconjugated,AB_400298,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker is expressed by monocytes and neutrophils. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,,,,Donkey,IgG,Polyclonal,,Jackson ImmunoResearch Inc,715-545-020,152185,N,,200,AF488,AB_2340844,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"Secondary antibody used to detect CD15, see above.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,"P01903, P01911","HGNC:4947, HGNC:4948",HLA-DRA,Mouse,IgG2a kappa,Monoclonal,L243,Caprico Biotechnologies,1032136,32A3F1,N,,100,iF594,AB_2892750,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker is expressed by professional antigen presenting cells including B cells (HLA-DR+) and dendritic cells (HLA-DR++). This marker represents a prioritized target in the spleen OMAP. ,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P20702,HGNC:6152,ITGAX,Mouse,IgG1 kappa,Monoclonal,B-Ly6,BD Biosciences,561352,9185579,N,,25,AF700,AB_10612006,IBEX,1% PFA fixed frozen,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This antibody cannot be used to define a specific anatomical structure but targets an essential marker for dendritic cells. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P08670,HGNC:12692,VIM,Mouse,IgG2a,Monoclonal,O91D3,BioLegend,99488,B305534,N,,300,AF532,AB_2892753,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines stromal network of spleen and serves as a pan-mesenchymal cell marker. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P01730,HGNC:1678,CD4,Mouse,IgG1 kappa,Monoclonal,RPA-T4,BioLegend,300520,B234151,N,,50,AF647,AB_389333,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"This antibody cannot be used to define a specific anatomical structure. However, it labels several subsets of T helper cells including CD4+ T cells, T regulatory cells, and T follicular helper cells. This marker is also expressed on red pulp macrophages. This marker represents a prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P16284,HGNC:8823,PECAM1,Mouse,IgG1 kappa,Monoclonal,WM59,BioLegend,303106,B267974,N,,100,PE,AB_314332,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,"Defines red pulp based on the labeling of splenic endothelial cells. This marker may also be used to define littoral cells in combination with CD8a, cell morphology, and location. This marker represents a core marker and prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P46013,HGNC:7107,MKI67,Mouse,IgG1 kappa,Monoclonal,B56,BD Biosciences,561277,9315354,N,,25,AF700,AB_10611571,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines dark zone germinal center (if present). This marker is essential for assessing cell division and proliferation. This marker represents a prioritized target for the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P07766,HGNC:1674,CD3E,Mouse,IgG1,Monoclonal,UCHT1,Caprico Biotechnologies,1053135,53A3F1,N,,50,iF594,AB_2892737,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,Defines periarteriolar lymphoid sheaths (PALS) and is an essential marker of T cells. This marker represents a core marker and prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P01732,HGNC:1706,CD8A,Mouse,IgG1 kappa,Monoclonal,SK1,BioLegend,344716,B279545,N,,25,AF488,AB_10549301,IBEX,1% PFA fixed frozen,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines cytotoxic T cells in the PALS and potentially also littoral cells (in combination with CD31). This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P09486,HGNC:11219,SPARC,Goat,IgG,Polyclonal,,R&D Systems,AF941,EWN1616101,N,,50,AF532,AB_2892754,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"Targets a secreted extracellular matrix-associated protein involved in a number of biological processes including tissue remodeling and fibrosis. Protein is present on several distinct lineages including fibroblasts, capillary endothelial cells, platelets, and macrophages.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P16070,HGNC:1681,CD44,Rat,IgG2b kappa,Monoclonal,IM7,BioLegend,103018,B255990,N,,50,AF647,AB_493681,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"This marker cannot be used to define a specific anatomical structure. It is used to detect the activation status of many immune cell subsets and labels macrophages, endothelial cells, and fibroblasts in the red pulp. This marker represents a prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P05106,HGNC:6156,ITGB3,Mouse,IgG1 kappa,Monoclonal,Y2/51,Miltenyi Biotec,130-098-683,1320070806,N,,25,FITC,AB_2660493,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,This marker labels platelets enriched in the red pulp. This marker represents a prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P08575,HGNC:9666,PTPRC,Mouse,IgG2a,Monoclonal,F10-89-4,Caprico Biotechnologies,1016136,16A3F1,N,,50,iF594,AB_2892743,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,Defines the white pulp and is expressed by all hematopoietic cells. This marker represents a prioritized target in the spleen OMAP and can be used for downstream image analysis.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P62736,HGNC:130,ACTA2,Mouse,IgG2a kappa,Monoclonal,1A4,Thermo Fisher Scientific,41-9760-82,2116164,N,,100,eF570,AB_2573631,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,Y,Defines border between red and white pulp. This is an essential marker for many cell types including smooth muscle cells and many subsets of fibroblasts. This marker represents a core marker and prioritized target in the spleen OMAP.,Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
OMAP-11,P51884,HGNC:6724,LUM,Goat,IgG,Polyclonal,,R&D Systems,AF2846,VPG0519091,N,,25,AF680,AB_2892760,IBEX,1% PFA fixed frozen,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9",0000-0003-4379-8967,N,"Defines capsule, extracellular matrix components, and central arteries of the spleen. This marker is not a prioritized target in the spleen OMAP.",Spleen,UBERON:0002106,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
